skin_type,ingredients,count,share
Combination,Hexylene Glycol,104,0.0033457727448204864
Combination,Betaine,97,0.003120576502380646
Combination,Citronellol,94,0.003024063827049286
Combination,Sodium Citrate,94,0.003024063827049286
Combination,Mica,93,0.0029918929352721656
Combination,Sodium Chloride,85,0.002734525801055205
Combination,Geraniol,84,0.0027023549092780852
Combination,Adenosine,83,0.002670184017500965
Combination,Lactic Acid,82,0.002638013125723845
Combination,Helianthus Annuus (Sunflower) Seed Oil,81,0.002605842233946725
Combination,Trehalose,81,0.002605842233946725
Combination,Dipropylene Glycol,81,0.002605842233946725
Combination,Cetyl Alcohol,81,0.002605842233946725
Combination,Alcohol Denat.,74,0.0023806459915068847
Combination,Hydrogenated Lecithin,73,0.0023484750997297644
Combination,Kaolin,72,0.0023163042079526446
Combination,Glycyrrhiza Glabra (Licorice) Root Extract,72,0.0023163042079526446
Combination,Glycolic Acid,71,0.0022841333161755244
Combination,Dipotassium Glycyrrhizate,69,0.0022197915326212844
Combination,Polymethylsilsesquioxane,66,0.002123278857289924
Combination,Tromethamine,64,0.002058937073735684
Combination,Propylene Glycol,64,0.002058937073735684
Combination,Polysorbate 60,64,0.002058937073735684
Combination,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,64,0.002058937073735684
Combination,Maltodextrin,63,0.002026766181958564
Combination,Cyclohexasiloxane,61,0.001962424398404324
Combination,Aloe Barbadensis Leaf Juice,61,0.001962424398404324
Combination,Arginine,61,0.001962424398404324
Combination,Citral,60,0.0019302535066272038
Combination,Bht,59,0.0018980826148500835
Combination,Algae Extract,59,0.0018980826148500835
Combination,Salicylic Acid,59,0.0018980826148500835
Combination,Potassium Hydroxide,59,0.0018980826148500835
Combination,Sucrose,57,0.0018337408312958435
Combination,Leuconostoc/Radish Root Ferment Filtrate,57,0.0018337408312958435
Combination,Phenoxyethanol.,57,0.0018337408312958435
Combination,Polysilicone-11,56,0.0018015699395187235
Combination,Benzyl Alcohol,55,0.0017693990477416035
Combination,Tetrahexyldecyl Ascorbate,55,0.0017693990477416035
Combination,Fragrance.,55,0.0017693990477416035
Combination,Cucumis Sativus (Cucumber) Fruit Extract,54,0.0017372281559644832
Combination,Butyrospermum Parkii (Shea) Butter,54,0.0017372281559644832
Combination,C12-15 Alkyl Benzoate,54,0.0017372281559644832
Combination,Polysorbate 80,53,0.0017050572641873632
Combination,Behenyl Alcohol,53,0.0017050572641873632
Combination,Palmitoyl Tetrapeptide-7,53,0.0017050572641873632
Combination,Cholesterol,51,0.0016407154806331232
Combination,Ascorbic Acid,51,0.0016407154806331232
Combination,Isohexadecane,51,0.0016407154806331232
Combination,Sorbitol,50,0.0016085445888560032
Combination,Peg-100 Stearate,50,0.0016085445888560032
Combination,Hydroxyethylcellulose,49,0.001576373697078883
Combination,Sodium PCA,49,0.001576373697078883
Combination,PEG-100 Stearate,48,0.001544202805301763
Combination,Titanium Dioxide,46,0.001479861021747523
Combination,Ascorbyl Glucoside,46,0.001479861021747523
Combination,Lavandula Angustifolia (Lavender) Oil,45,0.0014476901299704029
Combination,Triethoxycaprylylsilane,45,0.0014476901299704029
Combination,Dimethicone/Vinyl Dimethicone Crosspolymer,45,0.0014476901299704029
Combination,Urea,44,0.0014155192381932827
Combination,Ceteareth-20,43,0.0013833483464161626
Combination,BHT,43,0.0013833483464161626
Combination,Aluminum Hydroxide,42,0.0013511774546390426
Combination,Retinyl Palmitate,41,0.0013190065628619226
Combination,Simmondsia Chinensis (Jojoba) Seed Oil,41,0.0013190065628619226
Combination,Zinc Gluconate,41,0.0013190065628619226
Combination,Ascorbyl Palmitate,41,0.0013190065628619226
Combination,Dicaprylyl Carbonate,41,0.0013190065628619226
Combination,Aloe Barbadensis Leaf Extract,40,0.0012868356710848024
Combination,Glycereth-26,40,0.0012868356710848024
Combination,Isododecane,40,0.0012868356710848024
Combination,Curcuma Longa (Turmeric) Root Extract,40,0.0012868356710848024
Combination,Titanium Dioxide (Ci 77891),39,0.0012546647793076824
Combination,Retinol,39,0.0012546647793076824
Combination,Bisabolol,39,0.0012546647793076824
Combination,Hydroxyacetophenone,39,0.0012546647793076824
Combination,Rosmarinus Officinalis (Rosemary) Leaf Extract,39,0.0012546647793076824
Combination,Methylparaben,39,0.0012546647793076824
Combination,Sorbitan Isostearate,39,0.0012546647793076824
Combination,Pyrus Malus (Apple) Fruit Extract,38,0.0012224938875305623
Combination,Magnesium Aluminum Silicate,37,0.0011903229957534423
Combination,Dimethiconol,36,0.0011581521039763223
Combination,Saccharide Isomerate,36,0.0011581521039763223
Combination,Palmitic Acid,35,0.001125981212199202
Combination,Ammonium Acryloyldimethyltaurate/Vp Copolymer,35,0.001125981212199202
Combination,Jojoba Esters,35,0.001125981212199202
Combination,Acetyl Hexapeptide-8,35,0.001125981212199202
Combination,Phospholipids,34,0.001093810320422082
Combination,Hexyl Cinnamal,34,0.001093810320422082
Combination,Acrylates Copolymer,34,0.001093810320422082
Combination,Parfum/Fragrance,34,0.001093810320422082
Combination,Steareth-20,34,0.001093810320422082
Combination,Scutellaria Baicalensis Root Extract,34,0.001093810320422082
Combination,Phenyl Trimethicone,33,0.001061639428644962
Combination,Acetyl Glucosamine,33,0.001061639428644962
Combination,Linoleic Acid,33,0.001061639428644962
Combination,Titanium Dioxide (CI 77891),33,0.001061639428644962
Combination,Citrus Aurantium Bergamia (Bergamot) Fruit Oil,32,0.001029468536867842
Combination,Ethylhexyl Palmitate,32,0.001029468536867842
Combination,Triethanolamine,32,0.001029468536867842
Combination,Cetearyl Glucoside,32,0.001029468536867842
Combination,Isononyl Isononanoate,32,0.001029468536867842
Combination,Cocamidopropyl Betaine,32,0.001029468536867842
Combination,Hydrolyzed Hyaluronic Acid,32,0.001029468536867842
Combination,PEG-40 Hydrogenated Castor Oil,32,0.001029468536867842
Combination,Dimethicone Crosspolymer,32,0.001029468536867842
Combination,Methyl Gluceth-20,32,0.001029468536867842
Combination,Sodium Pca,31,0.000997297645090722
Combination,Hyaluronic Acid,31,0.000997297645090722
Combination,Lactobacillus Ferment,31,0.000997297645090722
Combination,Sorbic Acid,31,0.000997297645090722
Combination,Ammonium Acryloyldimethyltaurate/VP Copolymer,31,0.000997297645090722
Combination,Inositol,31,0.000997297645090722
Combination,Olea Europaea (Olive) Fruit Oil,31,0.000997297645090722
Combination,Stearyl Alcohol,30,0.0009651267533136019
Combination,Polyhydroxystearic Acid,30,0.0009651267533136019
Combination,Sodium Phytate,30,0.0009651267533136019
Combination,Benzyl Benzoate,30,0.0009651267533136019
Combination,Copper Gluconate,30,0.0009651267533136019
Combination,Sorbitan Olivate,30,0.0009651267533136019
Combination,Palmitoyl Tripeptide-1,30,0.0009651267533136019
Combination,Sodium Polyacrylate,29,0.0009329558615364818
Combination,Hydrogenated Polyisobutene,29,0.0009329558615364818
Combination,Glyceryl Caprylate,29,0.0009329558615364818
Combination,Parfum (Fragrance),28,0.0009007849697593617
Combination,Calcium Gluconate,28,0.0009007849697593617
Combination,Butylphenyl Methylpropional,28,0.0009007849697593617
Combination,Butyloctyl Salicylate,28,0.0009007849697593617
Combination,Xylitol,28,0.0009007849697593617
Combination,Citrus Aurantium Dulcis (Orange) Peel Oil,28,0.0009007849697593617
Combination,Disteardimonium Hectorite,28,0.0009007849697593617
Combination,PEG-60 Hydrogenated Castor Oil,28,0.0009007849697593617
Combination,Trisodium Ethylenediamine Disuccinate,28,0.0009007849697593617
Combination,Sodium Metabisulfite,28,0.0009007849697593617
Combination,Sclerotium Gum,28,0.0009007849697593617
Combination,Cetearyl Olivate,28,0.0009007849697593617
Combination,Aminomethyl Propanol,28,0.0009007849697593617
Combination,Peg-8,28,0.0009007849697593617
Combination,Avena Sativa (Oat) Kernel Extract,28,0.0009007849697593617
Combination,Hydrogenated Polydecene,27,0.0008686140779822416
Combination,Corallina Officinalis Extract,27,0.0008686140779822416
Combination,Polymethyl Methacrylate,26,0.0008364431862051216
Combination,Dextrin,26,0.0008364431862051216
Combination,Iron Oxides (Ci 77491),26,0.0008364431862051216
Combination,Magnesium Sulfate,26,0.0008364431862051216
Combination,Sodium Lactate,26,0.0008364431862051216
Combination,Peg-10 Dimethicone,26,0.0008364431862051216
Combination,Bentonite,26,0.0008364431862051216
Combination,Citrus Aurantium Dulcis (Orange) Fruit Extract,26,0.0008364431862051216
Combination,Helianthus Annuus (Sunflower) Seedcake,26,0.0008364431862051216
Combination,Limnanthes Alba (Meadowfoam) Seed Oil,26,0.0008364431862051216
Combination,Algin,26,0.0008364431862051216
Combination,Linalool.,25,0.0008042722944280016
Combination,Polyacrylate Crosspolymer-6,25,0.0008042722944280016
Combination,C13-14 Isoparaffin,25,0.0008042722944280016
Combination,Methyl Methacrylate Crosspolymer,25,0.0008042722944280016
Combination,Beta-Glucan,25,0.0008042722944280016
Combination,Eucalyptus Globulus Leaf Oil,25,0.0008042722944280016
Combination,Melia Azadirachta Leaf Extract,25,0.0008042722944280016
Combination,Plankton Extract,25,0.0008042722944280016
Combination,Laminaria Saccharina Extract,25,0.0008042722944280016
Combination,Polyacrylamide,25,0.0008042722944280016
Combination,Sclerocarya Birrea Seed Oil,25,0.0008042722944280016
Combination,Chondrus Crispus Extract,25,0.0008042722944280016
Combination,Sodium Hyaluronate Crosspolymer,25,0.0008042722944280016
Combination,Salix Alba (Willow) Bark Extract,24,0.0007721014026508815
Combination,Laureth-7,24,0.0007721014026508815
Combination,Polyethylene,24,0.0007721014026508815
Combination,Panax Ginseng Root Extract,24,0.0007721014026508815
Combination,Chamomilla Recutita (Matricaria) Flower Extract,24,0.0007721014026508815
Combination,Alpha-Isomethyl Ionone,24,0.0007721014026508815
Combination,Talc,24,0.0007721014026508815
Combination,Sodium Dehydroacetate,24,0.0007721014026508815
Combination,Glycerin*,24,0.0007721014026508815
Combination,Tocopherol.,24,0.0007721014026508815
Combination,Bis-Peg-18 Methyl Ether Dimethyl Silane,24,0.0007721014026508815
Combination,Trisodium Edta,24,0.0007721014026508815
Combination,Phytosphingosine,23,0.0007399305108737615
Combination,Alumina,23,0.0007399305108737615
Combination,Hordeum Vulgare (Barley) Extract/Extrait D'Orge,23,0.0007399305108737615
Combination,Laminaria Digitata Extract,23,0.0007399305108737615
Combination,Caprylhydroxamic Acid,23,0.0007399305108737615
Combination,Melia Azadirachta Flower Extract,23,0.0007399305108737615
Combination,Steareth-21,23,0.0007399305108737615
Combination,Fragrance (Parfum),23,0.0007399305108737615
Combination,Synthetic Fluorphlogopite,23,0.0007399305108737615
Combination,Glycine Soja (Soybean) Oil,23,0.0007399305108737615
Combination,Octyldodecanol,23,0.0007399305108737615
Combination,Methylpropanediol,23,0.0007399305108737615
Combination,Citrus Grandis (Grapefruit) Peel Oil,22,0.0007077596190966413
Combination,Glucose,22,0.0007077596190966413
Combination,Decyl Glucoside,22,0.0007077596190966413
Combination,Pelargonium Graveolens Flower Oil,22,0.0007077596190966413
Combination,Benzyl Salicylate,22,0.0007077596190966413
Combination,Nylon-12,22,0.0007077596190966413
Combination,Triethylhexanoin,22,0.0007077596190966413
Combination,Citrus Limon (Lemon) Fruit Extract,22,0.0007077596190966413
Combination,Centella Asiatica Extract,22,0.0007077596190966413
Combination,Taurine,22,0.0007077596190966413
Combination,Cetyl Ethylhexanoate,22,0.0007077596190966413
Combination,Montmorillonite,22,0.0007077596190966413
Combination,Palmitoyl Oligopeptide,22,0.0007077596190966413
Combination,N-Hydroxysuccinimide,21,0.0006755887273195213
Combination,Pentaerythrityl Tetraethylhexanoate,21,0.0006755887273195213
Combination,Coco-Caprylate/Caprate,21,0.0006755887273195213
Combination,Tetrasodium EDTA,21,0.0006755887273195213
Combination,Saccharum Officinarum (Sugar Cane) Extract,21,0.0006755887273195213
Combination,Ceramide NP,21,0.0006755887273195213
Combination,Glycine,21,0.0006755887273195213
Combination,Potassium Cetyl Phosphate,21,0.0006755887273195213
Combination,Isostearic Acid,21,0.0006755887273195213
Combination,Hydrolyzed Collagen,21,0.0006755887273195213
Combination,Rosmarinus Officinalis (Rosemary) Leaf Oil,21,0.0006755887273195213
Combination,Ocimum Sanctum Leaf Extract,21,0.0006755887273195213
Combination,Yeast Amino Acids,21,0.0006755887273195213
Combination,Zingiber Officinale (Ginger) Root Extract,21,0.0006755887273195213
Combination,Hydroxyethyl Urea,20,0.0006434178355424012
Combination,Ubiquinone,20,0.0006434178355424012
Combination,Hamamelis Virginiana (Witch Hazel) Water,20,0.0006434178355424012
Combination,Hydroxycitronellal,20,0.0006434178355424012
Combination,Yellow 5 (Ci 19140),20,0.0006434178355424012
Combination,Biotin,20,0.0006434178355424012
Combination,Camellia Sinensis (Green Tea) Leaf Extract,20,0.0006434178355424012
Combination,Tin Oxide,20,0.0006434178355424012
Combination,Melaleuca Alternifolia (Tea Tree) Leaf Oil,20,0.0006434178355424012
Combination,Vitis Vinifera (Grape) Seed Oil,20,0.0006434178355424012
Combination,Coffea Arabica (Coffee) Seed Extract,20,0.0006434178355424012
Combination,Yeast Extract/Faex/Extrait De Levure,20,0.0006434178355424012
Combination,Benzoic Acid,20,0.0006434178355424012
Combination,Chrysin,20,0.0006434178355424012
Combination,Glyceryl Polymethacrylate,20,0.0006434178355424012
Combination,Propylene Carbonate,20,0.0006434178355424012
Combination,Charcoal Powder,20,0.0006434178355424012
Combination,Sodium Ascorbyl Phosphate,20,0.0006434178355424012
Combination,Limonene.,20,0.0006434178355424012
Combination,Polyvinyl Alcohol,20,0.0006434178355424012
Combination,Cellulose Gum,19,0.0006112469437652812
Combination,Chrysanthemum Parthenium (Feverfew) Extract,19,0.0006112469437652812
Combination,Cocos Nucifera (Coconut) Oil,19,0.0006112469437652812
Combination,Methyl Trimethicone,19,0.0006112469437652812
Combination,Sorbitan Oleate,19,0.0006112469437652812
Combination,Coumarin,19,0.0006112469437652812
Combination,Peg-60 Hydrogenated Castor Oil,19,0.0006112469437652812
Combination,Magnesium Ascorbyl Phosphate,19,0.0006112469437652812
Combination,Magnesium Gluconate,19,0.0006112469437652812
Combination,Niacin,19,0.0006112469437652812
Combination,Petrolatum,19,0.0006112469437652812
Combination,Polyisobutene,19,0.0006112469437652812
Combination,Polyquaternium-51,18,0.0005790760519881612
Combination,Hydrolyzed Wheat Protein,18,0.0005790760519881612
Combination,Colloidal Oatmeal,18,0.0005790760519881612
Combination,Sodium Cocoyl Isethionate,18,0.0005790760519881612
Combination,Sigesbeckia Orientalis (St. Paul'S Wort) Extract,18,0.0005790760519881612
Combination,Glycine Soja (Soybean) Seed Extract,18,0.0005790760519881612
Combination,Persea Gratissima (Avocado) Oil,18,0.0005790760519881612
Combination,Acer Saccharum (Sugar Maple) Extract,18,0.0005790760519881612
Combination,Pullulan,18,0.0005790760519881612
Combination,Ci 77492,18,0.0005790760519881612
Combination,Serine,18,0.0005790760519881612
Combination,Dehydroacetic Acid,18,0.0005790760519881612
Combination,Arnica Montana Flower Extract,18,0.0005790760519881612
Combination,Mannitol,17,0.000546905160211041
Combination,Citrus Limon (Lemon) Peel Oil,17,0.000546905160211041
Combination,Chlorella Vulgaris Extract,17,0.000546905160211041
Combination,Magnesium Aspartate,17,0.000546905160211041
Combination,Ascorbyl Tetraisopalmitate,17,0.000546905160211041
Combination,Sesamum Indicum (Sesame) Seed Oil,17,0.000546905160211041
Combination,Silica Dimethyl Silylate,17,0.000546905160211041
Combination,Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer,17,0.000546905160211041
Combination,Dimethyl Isosorbide,17,0.000546905160211041
Combination,PVP,17,0.000546905160211041
Combination,Phytic Acid,17,0.000546905160211041
Combination,Glyceryl Stearate Se,17,0.000546905160211041
Combination,Butyrospermum Parkii (Shea Butter),17,0.000546905160211041
Combination,Isopropyl Palmitate,17,0.000546905160211041
Combination,Myristic Acid,17,0.000546905160211041
Combination,Mentha Piperita (Peppermint) Oil,17,0.000546905160211041
Combination,Ethylhexylglycerin.,17,0.000546905160211041
Combination,Triticum Vulgare (Wheat) Germ Extract,17,0.000546905160211041
Combination,Hypnea Musciformis (Algae) Extract,17,0.000546905160211041
Combination,Iron Oxides (Ci 77491,16,0.000514734268433921
Combination,Iron Oxides (Ci 77492),16,0.000514734268433921
Combination,Ferulic Acid,16,0.000514734268433921
Combination,Coccinia Indica Fruit Extract,16,0.000514734268433921
Combination,Simmondsia Chinensis (Jojoba) Seed Extract,16,0.000514734268433921
Combination,Citrus Limon (Lemon) Peel Oil*,16,0.000514734268433921
Combination,Tetrasodium Edta,16,0.000514734268433921
Combination,Citric Acid.,16,0.000514734268433921
Combination,Neopentyl Glycol Diheptanoate,16,0.000514734268433921
Combination,Vitis Vinifera (Grape) Fruit Extract,16,0.000514734268433921
Combination,Palmitoyl Hexapeptide-12,16,0.000514734268433921
Combination,Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone,16,0.000514734268433921
Combination,Sodium Methyl Cocoyl Taurate,16,0.000514734268433921
Combination,Tocopherol*,16,0.000514734268433921
Combination,Epilobium Angustifolium Flower/Leaf/Stem Extract,16,0.000514734268433921
Combination,Chenopodium Quinoa Seed Extract,16,0.000514734268433921
Combination,Biosaccharide Gum-1,16,0.000514734268433921
Combination,Xanthan Gum.,15,0.00048256337665680094
Combination,Rosa Damascena Flower Oil,15,0.00048256337665680094
Combination,Ethoxydiglycol,15,0.00048256337665680094
Combination,Oryza Sativa (Rice) Bran Extract,15,0.00048256337665680094
Combination,Calcium Chloride,15,0.00048256337665680094
Combination,Polyacrylate-13,15,0.00048256337665680094
Combination,Eugenol,15,0.00048256337665680094
Combination,Hydrogenated Vegetable Oil,15,0.00048256337665680094
Combination,Boron Nitride,15,0.00048256337665680094
Combination,Lauric Acid,15,0.00048256337665680094
Combination,Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,15,0.00048256337665680094
Combination,Lauryl Glucoside,15,0.00048256337665680094
Combination,Propylene Glycol Dicaprate,15,0.00048256337665680094
Combination,Lonicera Caprifolium (Honeysuckle) Flower Extract,15,0.00048256337665680094
Combination,Cellulose,14,0.0004503924848796809
Combination,Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal,14,0.0004503924848796809
Combination,Hexyl Laurate,14,0.0004503924848796809
Combination,Citrus Aurantium Dulcis (Orange) Peel Oil*,14,0.0004503924848796809
Combination,Helianthus Annuus (Sunflower) Seed Oil*,14,0.0004503924848796809
Combination,Steareth-2,14,0.0004503924848796809
Combination,Prunus Amygdalus Dulcis (Sweet Almond) Oil,14,0.0004503924848796809
Combination,Sodium Gluconate,14,0.0004503924848796809
Combination,Gluconolactone,14,0.0004503924848796809
Combination,Hydrolyzed Algin,14,0.0004503924848796809
Combination,Elaeis Guineensis (Palm) Oil,14,0.0004503924848796809
Combination,Linolenic Acid,14,0.0004503924848796809
Combination,Rosa Canina Fruit Oil,14,0.0004503924848796809
Combination,Sea Water,14,0.0004503924848796809
Combination,Peg-40 Hydrogenated Castor Oil,14,0.0004503924848796809
Combination,Diglycerin,14,0.0004503924848796809
Combination,Algae (Seaweed) Extract,14,0.0004503924848796809
Combination,Zinc Sulfate,14,0.0004503924848796809
Combination,Cetyl Palmitate,13,0.0004182215931025608
Combination,Papain,13,0.0004182215931025608
Combination,Hydrolyzed Soy Protein,13,0.0004182215931025608
Combination,Medicago Sativa (Alfalfa) Seed Powder,13,0.0004182215931025608
Combination,Olea Europaea (Olive) Leaf Extract,13,0.0004182215931025608
Combination,Mandelic Acid,13,0.0004182215931025608
Combination,Ammonium Polyacryloyldimethyl Taurate,13,0.0004182215931025608
Combination,Portulaca Oleracea Extract,13,0.0004182215931025608
Combination,Carthamus Tinctorius (Safflower) Seed Oil,13,0.0004182215931025608
Combination,Eucalyptus Globulus (Eucalyptus) Leaf Oil,13,0.0004182215931025608
Combination,Cetyl Peg/Ppg-10/1 Dimethicone,13,0.0004182215931025608
Combination,PEG-8,13,0.0004182215931025608
Combination,Cocamidopropyl Hydroxysultaine,13,0.0004182215931025608
Combination,Alanine,13,0.0004182215931025608
Combination,Saccharomyces Lysate Extract,13,0.0004182215931025608
Combination,Bifida Ferment Lysate,13,0.0004182215931025608
Combination,Ci 77891/Titanium Dioxide,13,0.0004182215931025608
Combination,Hydroxypropyl Methylcellulose,13,0.0004182215931025608
Combination,Zinc Oxide,13,0.0004182215931025608
Combination,Iron Oxides,13,0.0004182215931025608
Combination,Solanum Melongena (Eggplant) Fruit Extract,13,0.0004182215931025608
Combination,Tocopheryl Succinate,13,0.0004182215931025608
Combination,Coco-Glucoside,13,0.0004182215931025608
Combination,Sodium Phytate*,13,0.0004182215931025608
Combination,Polyglyceryl-10 Laurate,13,0.0004182215931025608
Combination,Sorbitan Stearate,13,0.0004182215931025608
Combination,Polyglyceryl-4 Isostearate,13,0.0004182215931025608
Combination,Sesamum Indicum (Sesame) Seed Powder,13,0.0004182215931025608
Combination,Achillea Millefolium Extract,13,0.0004182215931025608
Combination,Camelina Sativa Seed Oil,12,0.00038605070132544073
Combination,Microcrystalline Cellulose,12,0.00038605070132544073
Combination,Potassium Sorbate.,12,0.00038605070132544073
Combination,Ricinus Communis (Castor) Seed Oil,12,0.00038605070132544073
Combination,Myristyl Myristate,12,0.00038605070132544073
Combination,Epigallocatechin Gallate,12,0.00038605070132544073
Combination,Vitis Vinifera (Grape) Juice Extract,12,0.00038605070132544073
Combination,Glyceryl Polyacrylate,12,0.00038605070132544073
Combination,Methicone,12,0.00038605070132544073
Combination,Glyceryl Stearate SE,12,0.00038605070132544073
Combination,Paeonia Suffruticosa Root Extract,12,0.00038605070132544073
Combination,Isopropyl Myristate,12,0.00038605070132544073
Combination,Sodium Acrylates Copolymer,12,0.00038605070132544073
Combination,Glycine Soja (Soybean) Extract,12,0.00038605070132544073
Combination,Isopropyl Isostearate,12,0.00038605070132544073
Combination,Arachidyl Alcohol,12,0.00038605070132544073
Combination,Trisodium EDTA,12,0.00038605070132544073
Combination,Farnesol,12,0.00038605070132544073
Combination,Glycine Soja (Soybean) Sterols,12,0.00038605070132544073
Combination,Proline,12,0.00038605070132544073
Combination,Imperata Cylindrica Root Extract,12,0.00038605070132544073
Combination,Illite,12,0.00038605070132544073
Combination,Lens Esculenta (Lentil) Fruit Extract,12,0.00038605070132544073
Combination,Polyglyceryl-10 Stearate,12,0.00038605070132544073
Combination,Caprylyl Methicone,12,0.00038605070132544073
Combination,Saccharomyces Cerevisiae Extract,12,0.00038605070132544073
Combination,Caramel,12,0.00038605070132544073
Combination,Behenic Acid,12,0.00038605070132544073
Combination,Honey Extract,12,0.00038605070132544073
Combination,Menthoxypropanediol,12,0.00038605070132544073
Combination,Pelargonium Graveolens Flower Oil*,12,0.00038605070132544073
Combination,Hydroxypropyl Cyclodextrin,12,0.00038605070132544073
Combination,Chlorhexidine Digluconate,12,0.00038605070132544073
Combination,3-O-Ethyl Ascorbic Acid,12,0.00038605070132544073
Combination,Polyglycerin-3,12,0.00038605070132544073
Combination,Citrus Aurantium Bergamia (Bergamot) Fruit Oil*,12,0.00038605070132544073
Combination,Trisiloxane,12,0.00038605070132544073
Combination,Ergothioneine,12,0.00038605070132544073
Combination,Hydrolyzed Vegetable Protein,12,0.00038605070132544073
Combination,Ceramide Np,12,0.00038605070132544073
Combination,Ananas Sativus (Pineapple) Fruit Extract,12,0.00038605070132544073
Combination,Salicornia Herbacea Extract,12,0.00038605070132544073
Combination,Dipalmitoyl Hydroxyproline,12,0.00038605070132544073
Combination,Anhydroxylitol,12,0.00038605070132544073
Combination,Disodium Cocoamphodiacetate,12,0.00038605070132544073
Combination,Echinacea Purpurea Root Extract,12,0.00038605070132544073
Combination,Mangifera Indica (Mango) Seed Butter,12,0.00038605070132544073
Combination,Ceratonia Siliqua Gum,12,0.00038605070132544073
Combination,Arachidyl Glucoside,12,0.00038605070132544073
Combination,Sodium Metaphosphate,12,0.00038605070132544073
Combination,Thioctic Acid,11,0.00035387980954832066
Combination,Nelumbo Nucifera Flower Extract,11,0.00035387980954832066
Combination,Yeast Extract,11,0.00035387980954832066
Combination,Xylitylglucoside,11,0.00035387980954832066
Combination,Glyceryl Acrylate/Acrylic Acid Copolymer,11,0.00035387980954832066
Combination,Camellia Oleifera Leaf Extract,11,0.00035387980954832066
Combination,Red 4 (Ci 14700),11,0.00035387980954832066
Combination,Galactoarabinan,11,0.00035387980954832066
Combination,T-Butyl Alcohol,11,0.00035387980954832066
Combination,Micrococcus Lysate,11,0.00035387980954832066
Combination,Hydrolyzed Jojoba Esters,11,0.00035387980954832066
Combination,Citrullus Lanatus (Watermelon) Fruit Extract,11,0.00035387980954832066
Combination,Tetrasodium Glutamate Diacetate,11,0.00035387980954832066
Combination,Perfluorodecalin,11,0.00035387980954832066
Combination,Lavandula Angustifolia (Lavender) Oil*,11,0.00035387980954832066
Combination,Simethicone,11,0.00035387980954832066
Combination,Calendula Officinalis Flower Extract,11,0.00035387980954832066
Combination,Ceramide 3,11,0.00035387980954832066
Combination,Menthol,11,0.00035387980954832066
Combination,Lonicera Japonica (Honeysuckle) Flower Extract,11,0.00035387980954832066
Combination,Rosa Damascena Flower Oil*,11,0.00035387980954832066
Combination,Sodium Lauroyl Glutamate,11,0.00035387980954832066
Combination,Polyglutamic Acid,11,0.00035387980954832066
Combination,Amyl Cinnamal,11,0.00035387980954832066
Combination,Methylisothiazolinone,11,0.00035387980954832066
Combination,Butylene Glycol Dicaprylate/Dicaprate,11,0.00035387980954832066
Combination,Peg-6,11,0.00035387980954832066
Combination,Trihydroxystearin,11,0.00035387980954832066
Combination,Aloe Barbadensis Flower Extract,11,0.00035387980954832066
Combination,Sodium Cocoyl Glutamate,11,0.00035387980954832066
Combination,Argania Spinosa Kernel Oil,11,0.00035387980954832066
Combination,Threonine,11,0.00035387980954832066
